ReportId,SectionId,SectionName,WorkspaceId
"42807bba-2117-4c91-903f-0931c9b87aff","3d9f3bfa-9105-4e2e-9864-85a5f98ab317","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a1a490a8-3c7f-403e-ac2c-2c1192a9d6e0","c7289da5-acb7-40c5-ba2b-681b817d4375","AI vs Human Agents","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a1a490a8-3c7f-403e-ac2c-2c1192a9d6e0","10358cc7-94a8-48c0-94c0-52904ad018ae","KPI Definition","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"1c56e11c-3466-4772-85a2-6eb88b67ef03","139c61e1-2f3f-4eba-a43a-31a5c87ab2ff","BizChat/CMET","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"1c56e11c-3466-4772-85a2-6eb88b67ef03","7d1e4c9f-8a0f-41db-b992-e1053f078bb3","CopilotHub-Feedback","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","b8057ea3-efa3-4a85-ab23-ffca5b382d9b","Executive Scoreboard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a87e57c7-4d50-403a-84a5-94ebe0b91a98","685acc76-a2e2-4c4d-afad-aa842f971b1a","Prompt Metrics Status","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a99855f7-e2c0-47c0-982f-720abae0f84e","4543e6f7-87e4-43e5-b92b-3ace0e35712f","Usage Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","d051a424-25ec-409b-a969-9c1dfa5c6847","Mismatched verbatim","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","a6991dd3-afad-4536-a32f-c9eaf0615ded","Metrics Status","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","94ac467b-dd68-4570-baf5-889d0b29137b","Feedback Actionable","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c24c6f74-11ad-4f2a-b6ab-ca5a63ad27a9","c1591739-a15e-40f4-81dd-5ed22367e7c1","Page 4","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c3c96a23-40de-47e6-8172-44700ed0ba1b","b1a7c3ba-76b0-4b67-93e8-4ba2924af83e","Xbox - device repair","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"d42812e4-13bc-484c-b59b-7fdf5ed2cd8e","1ffdce5f-8204-424a-b172-3553e0d1d441","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"d42812e4-13bc-484c-b59b-7fdf5ed2cd8e","d639a243-89bb-487a-a3c3-37b0cd1b99ec","Xbox - device repair","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","755bd273-e8bf-4212-9688-adb639017c81","Narrative","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","b87b0f3e-1a3b-410a-a40b-fc4626ad9587","CopilotFeedback","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","82f644a8-bc18-476a-b7bc-61cea4f4a6e9","Agent Onboarding","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"937251d4-b5ac-4a5c-943a-5fb1b17eb35d","ad15cf5e-2fbb-4bea-9e92-94fdc01a5325","User List Detail","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","814c6b23-c1e2-4769-80a2-c7499ebbd0b2","Collab Case Analysis","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e8028d04-fa5b-462a-a09f-3031743bd290","6a539883-333e-4daa-af62-8416b5a0003e","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e8028d04-fa5b-462a-a09f-3031743bd290","de4bf2dc-f783-4de4-8fe7-0717f7caba05","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","85ef09f5-b352-4024-a5b1-7cf108bfd602","KPI ScoreCard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"72785364-953b-4955-859d-78d58cfc48c9","00353f3c-6fc8-440a-9c2b-53c54e66417c","Page 5","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"420eaab0-b010-41ae-8a54-9627cf69589d","f4206519-4d48-4013-83b1-32eae7366e39","Account Recovery","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"420eaab0-b010-41ae-8a54-9627cf69589d","d6da2eae-0434-410b-b8d7-a89d6b757cab","ToolTip","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ee6b697e-08ef-4069-82f1-83d34100356b","a795a289-8929-4e09-8deb-f35437824802","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","1d61ccc7-1db8-473f-8c58-b492936cd617","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","1c8f26bb-5b44-49d2-9c83-ff47cd66506a","Case Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c4757435-a914-4a65-af1a-a175bcaafe8a","5fbc3518-cf1c-4855-93dd-ff89ce9f1155","Shadow Evals","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"bda22592-3cbd-4a38-a8d6-71693e78c67f","beee887a-4ade-47dc-86a8-2f346516b863","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","e11d4534-2814-4f33-85f8-18d4bc791ac9","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","7d28be28-12e4-48fe-9b87-94a0b336f12d","Agent performance metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","2fa96fff-ac86-4194-82d2-2baaf0d252a8","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a560341d-8b5f-4ca8-8cbf-e3eedbdcac33","9b4f5113-b20f-4f81-b841-72c2686673d7","Case Details","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a1a490a8-3c7f-403e-ac2c-2c1192a9d6e0","0545fd0d-f21f-4a49-918a-b7c28e68e3ce","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3acc2784-5fe6-4eb1-940f-7977c8482295","01687e1c-4fb8-4d90-8962-fc8e7ce92246","Account Recovery","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3acc2784-5fe6-4eb1-940f-7977c8482295","6de942d6-2508-4142-b936-99cf63bc9c5f","BizChat/CMET","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"1c56e11c-3466-4772-85a2-6eb88b67ef03","adcbb077-4e7c-441c-8d6e-26a707724af8","Scorecard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"1c56e11c-3466-4772-85a2-6eb88b67ef03","1c87fa1b-6c86-42c3-a3ff-4aee3f593000","Account Recovery","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","27aea7ef-4b4d-4f85-88ca-5c3c844e2746","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","59d3bda3-9f15-4e51-a03a-16e83813b910","Retention Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","6fb9643b-79f1-4389-b458-78efe6e73235","Days To Close (DTC)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"b650fbe0-1f41-42a7-9a56-9911a26b6de4","9b6a832f-d9b2-4e53-87fe-56403d0007ad","Agent Operation View","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"7808036c-b205-4d41-8568-49b23a21ba3e","5d2cade2-52d4-47cb-91ac-07029d2c7594","Case Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"7808036c-b205-4d41-8568-49b23a21ba3e","170443f9-4ba2-41f5-b8e6-1ad5cf8abb14","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c24c6f74-11ad-4f2a-b6ab-ca5a63ad27a9","b8f2dabb-4d41-4122-bb7b-b0cfaf5f5133","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3ca9559c-8fc7-46f5-a038-8909a45c16a7","efa3baef-714f-4824-b258-f429409e7a2d","Page 4","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","92ef9c2f-2549-4318-9154-3d0613ad5316","Plugin Performance Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a882e820-db14-4af6-8d3f-ebdf891dbf15","2365df9b-43fe-4469-b980-afc657acf765","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","4bac9028-6098-4e09-a199-5b0337c94476","Productivity Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","707224c1-0e8d-454b-a824-1c37bb249bfa","KPI ScoreCard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","551ddcca-80b2-4c80-b933-1acf7726898a","Customer Pain Time (CPT)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","60e86765-e39d-46f3-9fe5-10dc7779369d","User Funnel View","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"937251d4-b5ac-4a5c-943a-5fb1b17eb35d","5156b2ab-6dc0-44bd-8cfc-36deb3dce541","CopilotHub-2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"01a2a706-ba79-47f4-935c-9c3f843364a5","d6950103-0c58-498b-8d7a-c47e4a6bfac3","FAQ","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"15eeb56e-9b1f-4b2e-bbbe-ab9cd19ffa5a","5f4afd4c-912d-42b2-8e54-3ed7a5f05da1","CopilotHub","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","f227236a-aac3-4b49-8d76-71ccc35379cd","Usage Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e8028d04-fa5b-462a-a09f-3031743bd290","86d11ca8-f43e-4380-b3ed-402b8ae07f2f","Page 5","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","be429b16-555f-4465-a437-e03a1eb54cb5","ICM Analysis","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"72785364-953b-4955-859d-78d58cfc48c9","b7679f42-ef0c-43e3-8fbd-8367d3263638","Views","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"8a1864fd-52c4-4839-9db4-9417b4e9ed03","474ec4ae-9ac9-4e02-92c2-278494bb50d1","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","5b88c67b-ba8e-4d9d-b1d9-5438979eff57","tooltip 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","248bc504-f68d-4425-9310-6a884c2aa5e0","Email comparison","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a1a490a8-3c7f-403e-ac2c-2c1192a9d6e0","f17647eb-487d-4612-969a-386828dfd4da","AI Native Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"42807bba-2117-4c91-903f-0931c9b87aff","46299163-9cbe-429c-aa30-9a5a4cbc4d0f","Case Details","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"57a8f901-ec77-4ed5-ad34-bc7757fd5f63","5e2a171a-8ae8-4525-94b0-73951a896173","Blocked Content Dashboard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"57a8f901-ec77-4ed5-ad34-bc7757fd5f63","aad0972f-aa42-429b-9fe0-71fe694ab8ea","Published Content Dashboard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"8aaf5f64-eeee-4189-9576-19940557907f","707a553e-9811-4074-bfd4-3f87a56a99dc","Conversation Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3acc2784-5fe6-4eb1-940f-7977c8482295","cd354e9f-f0b7-4703-9306-4213ea927691","CopilotHub-Usage","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","ca3d8ee7-67cf-4fed-ba22-5f15533933c4","Case Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","499a54b9-edb1-4d67-a26c-5f646aec0397","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","0d055e1f-4095-4ecb-9903-0157a74e3f1d","Agent Onboarding","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","36c547ca-41f7-404a-965d-436da4bcb2c5","KPI ScoreCard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","82f4ea8a-4336-4503-9a74-1a4ace989d2c","Prompt Metrics Status","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","17f93cf2-0fe7-4e50-8d2c-0fdabafab190","Verbatim Theme Insights","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"7808036c-b205-4d41-8568-49b23a21ba3e","e2b493d4-5531-4a9f-a1e6-ff602feb3c2d","Email comparison","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"7808036c-b205-4d41-8568-49b23a21ba3e","7721a939-c0f0-43f2-8b56-f0c2ae0b42af","Tooltip 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","dea33ca7-b5e2-49d1-a5c1-ade113039f27","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","c0d5f5e9-01f0-4ef0-a298-8f8e15374939","Customer Pain Time(CPT)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","e074af69-7f49-4f60-943d-45638f4680b4","ICM Analysis","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3ca9559c-8fc7-46f5-a038-8909a45c16a7","85e50e82-ef87-44f9-9d4b-3e2ed9864c5c","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
